postcode, ra_category, ra_name
3478, 2, Outer Regional Australia
3480, 2, Outer Regional Australia
3482, 2, Outer Regional Australia
3483, 2, Outer Regional Australia
3485, 2, Outer Regional Australia
3487, 2, Outer Regional Australia
3488, 2, Outer Regional Australia
3489, 2, Outer Regional Australia
3490, 2, Outer Regional Australia
3491, 2, Outer Regional Australia
3494, 2, Outer Regional Australia
3496, 2, Outer Regional Australia
3498, 2, Outer Regional Australia
3500, 2, Outer Regional Australia
3501, 2, Outer Regional Australia
3505, 2, Outer Regional Australia
3506, 3, Remote Australia
3507, 2, Outer Regional Australia
3509, 3, Remote Australia
3512, 3, Remote Australia
3515, 1, Inner Regional Australia
3516, 1, Inner Regional Australia
3517, 1, Inner Regional Australia
3518, 2, Outer Regional Australia
3520, 2, Outer Regional Australia
3521, 1, Inner Regional Australia
3522, 1, Inner Regional Australia
3523, 1, Inner Regional Australia
3525, 2, Outer Regional Australia
3527, 2, Outer Regional Australia
3529, 2, Outer Regional Australia
3530, 2, Outer Regional Australia
3531, 2, Outer Regional Australia
3533, 2, Outer Regional Australia
3537, 2, Outer Regional Australia
3540, 2, Outer Regional Australia
3542, 2, Outer Regional Australia
3544, 2, Outer Regional Australia
3546, 2, Outer Regional Australia
3549, 2, Outer Regional Australia
3550, 1, Inner Regional Australia
3551, 1, Inner Regional Australia
3555, 1, Inner Regional Australia
3556, 1, Inner Regional Australia
3557, 1, Inner Regional Australia
3558, 1, Inner Regional Australia
3559, 1, Inner Regional Australia
3561, 1, Inner Regional Australia
3562, 1, Inner Regional Australia
3563, 1, Inner Regional Australia
3564, 1, Inner Regional Australia
3565, 1, Inner Regional Australia
3566, 2, Outer Regional Australia
3567, 2, Outer Regional Australia
3568, 2, Outer Regional Australia
3570, 1, Inner Regional Australia
3571, 1, Inner Regional Australia
3572, 1, Inner Regional Australia
3573, 2, Outer Regional Australia
3575, 2, Outer Regional Australia
3576, 2, Outer Regional Australia
3579, 2, Outer Regional Australia
3580, 2, Outer Regional Australia
3581, 2, Outer Regional Australia
3583, 2, Outer Regional Australia
3584, 2, Outer Regional Australia
3585, 2, Outer Regional Australia
3586, 2, Outer Regional Australia
3588, 2, Outer Regional Australia
3589, 2, Outer Regional Australia
3590, 2, Outer Regional Australia
3591, 2, Outer Regional Australia
3594, 2, Outer Regional Australia
3595, 2, Outer Regional Australia
3596, 2, Outer Regional Australia
3597, 2, Outer Regional Australia
3599, 2, Outer Regional Australia
3607, 1, Inner Regional Australia
3608, 1, Inner Regional Australia
3610, 1, Inner Regional Australia
3612, 1, Inner Regional Australia
3614, 1, Inner Regional Australia
3616, 1, Inner Regional Australia
3617, 1, Inner Regional Australia
3618, 1, Inner Regional Australia
3620, 1, Inner Regional Australia
3621, 1, Inner Regional Australia
3622, 1, Inner Regional Australia
3623, 1, Inner Regional Australia
3624, 1, Inner Regional Australia
3629, 1, Inner Regional Australia
3630, 1, Inner Regional Australia
3631, 1, Inner Regional Australia
3633, 1, Inner Regional Australia
3634, 1, Inner Regional Australia
3635, 1, Inner Regional Australia
3636, 1, Inner Regional Australia
3637, 1, Inner Regional Australia
3638, 1, Inner Regional Australia
3639, 2, Outer Regional Australia
3640, 1, Inner Regional Australia
3641, 1, Inner Regional Australia
3644, 1, Inner Regional Australia
3646, 1, Inner Regional Australia
3647, 1, Inner Regional Australia
3649, 1, Inner Regional Australia
3658, 1, Inner Regional Australia
3659, 1, Inner Regional Australia
3660, 1, Inner Regional Australia
3662, 1, Inner Regional Australia
3663, 1, Inner Regional Australia
3664, 1, Inner Regional Australia
3665, 1, Inner Regional Australia
3666, 1, Inner Regional Australia
3669, 1, Inner Regional Australia
3670, 1, Inner Regional Australia
3672, 1, Inner Regional Australia
3673, 1, Inner Regional Australia
3675, 1, Inner Regional Australia
3677, 1, Inner Regional Australia
3678, 1, Inner Regional Australia
3682, 1, Inner Regional Australia
3683, 1, Inner Regional Australia
3685, 1, Inner Regional Australia
3687, 1, Inner Regional Australia
3688, 1, Inner Regional Australia
3690, 1, Inner Regional Australia
3691, 1, Inner Regional Australia
3694, 1, Inner Regional Australia
3695, 1, Inner Regional Australia
3697, 2, Outer Regional Australia
3698, 2, Outer Regional Australia
3699, 2, Outer Regional Australia
3700, 2, Outer Regional Australia
3701, 2, Outer Regional Australia
3704, 2, Outer Regional Australia
3705, 2, Outer Regional Australia
3707, 2, Outer Regional Australia
3708, 2, Outer Regional Australia
3709, 2, Outer Regional Australia
3711, 1, Inner Regional Australia
3712, 1, Inner Regional Australia
3713, 2, Outer Regional Australia
3714, 1, Inner Regional Australia
3715, 2, Outer Regional Australia
3717, 1, Inner Regional Australia
3718, 1, Inner Regional Australia
3719, 1, Inner Regional Australia
3720, 2, Outer Regional Australia
3722, 2, Outer Regional Australia
3723, 2, Outer Regional Australia
3725, 1, Inner Regional Australia
3726, 1, Inner Regional Australia
3727, 1, Inner Regional Australia
3728, 1, Inner Regional Australia
3730, 1, Inner Regional Australia
3732, 1, Inner Regional Australia
3733, 2, Outer Regional Australia
3735, 1, Inner Regional Australia
3737, 1, Inner Regional Australia
3738, 1, Inner Regional Australia
3739, 1, Inner Regional Australia
3740, 2, Outer Regional Australia
3741, 2, Outer Regional Australia
3744, 2, Outer Regional Australia
3746, 1, Inner Regional Australia
3747, 1, Inner Regional Australia
3749, 1, Inner Regional Australia
3751, 1, Inner Regional Australia
3753, 1, Inner Regional Australia
3757, 1, Inner Regional Australia
3758, 1, Inner Regional Australia
3760, 1, Inner Regional Australia
3761, 1, Inner Regional Australia
3762, 1, Inner Regional Australia
3763, 1, Inner Regional Australia
3764, 1, Inner Regional Australia
3775, 1, Inner Regional Australia
3777, 1, Inner Regional Australia
3778, 1, Inner Regional Australia
3779, 1, Inner Regional Australia
3783, 1, Inner Regional Australia
3797, 1, Inner Regional Australia
3799, 1, Inner Regional Australia
3812, 1, Inner Regional Australia
3813, 1, Inner Regional Australia
3814, 1, Inner Regional Australia
3815, 1, Inner Regional Australia
3816, 1, Inner Regional Australia
3818, 1, Inner Regional Australia
3820, 1, Inner Regional Australia
3821, 1, Inner Regional Australia
3822, 1, Inner Regional Australia
3823, 1, Inner Regional Australia
3824, 1, Inner Regional Australia
3825, 1, Inner Regional Australia
3831, 1, Inner Regional Australia
3832, 1, Inner Regional Australia
3833, 1, Inner Regional Australia
3835, 1, Inner Regional Australia
3840, 1, Inner Regional Australia
3842, 1, Inner Regional Australia
3844, 1, Inner Regional Australia
3847, 1, Inner Regional Australia
3850, 1, Inner Regional Australia
3851, 1, Inner Regional Australia
3852, 1, Inner Regional Australia
3854, 1, Inner Regional Australia
3856, 1, Inner Regional Australia
3857, 1, Inner Regional Australia
3858, 1, Inner Regional Australia
3859, 1, Inner Regional Australia
3860, 1, Inner Regional Australia
3862, 1, Inner Regional Australia
3864, 2, Outer Regional Australia
3865, 2, Outer Regional Australia
3869, 1, Inner Regional Australia
3870, 1, Inner Regional Australia
3871, 1, Inner Regional Australia
3873, 1, Inner Regional Australia
3874, 2, Outer Regional Australia
3875, 2, Outer Regional Australia
3878, 2, Outer Regional Australia
3880, 2, Outer Regional Australia
3882, 2, Outer Regional Australia
3885, 2, Outer Regional Australia
3886, 2, Outer Regional Australia
3887, 2, Outer Regional Australia
3888, 2, Outer Regional Australia
3889, 3, Remote Australia
3890, 3, Remote Australia
3891, 3, Remote Australia
3892, 3, Remote Australia
3893, 2, Outer Regional Australia
3895, 2, Outer Regional Australia
3896, 2, Outer Regional Australia
3898, 2, Outer Regional Australia
3900, 2, Outer Regional Australia
3902, 2, Outer Regional Australia
3903, 2, Outer Regional Australia
3904, 2, Outer Regional Australia
3909, 2, Outer Regional Australia
3916, 1, Inner Regional Australia
3921, 2, Outer Regional Australia
3922, 1, Inner Regional Australia
3923, 1, Inner Regional Australia
3925, 1, Inner Regional Australia
3928, 1, Inner Regional Australia
3929, 1, Inner Regional Australia
3937, 1, Inner Regional Australia
3945, 1, Inner Regional Australia
3946, 1, Inner Regional Australia
3950, 1, Inner Regional Australia
3951, 1, Inner Regional Australia
3953, 1, Inner Regional Australia
3954, 1, Inner Regional Australia
3956, 1, Inner Regional Australia
3957, 1, Inner Regional Australia
3958, 1, Inner Regional Australia
3959, 1, Inner Regional Australia
3960, 1, Inner Regional Australia
3962, 1, Inner Regional Australia
3964, 1, Inner Regional Australia
3965, 2, Outer Regional Australia
3966, 2, Outer Regional Australia
3967, 2, Outer Regional Australia
3971, 1, Inner Regional Australia
3979, 1, Inner Regional Australia
3980, 1, Inner Regional Australia
3981, 1, Inner Regional Australia
3984, 1, Inner Regional Australia
3987, 1, Inner Regional Australia
3988, 1, Inner Regional Australia
3990, 1, Inner Regional Australia
3991, 1, Inner Regional Australia
3992, 1, Inner Regional Australia
3995, 1, Inner Regional Australia
3996, 1, Inner Regional Australia
4025, 3, Remote Australia
4183, 3, Remote Australia
4184, 1, Inner Regional Australia
4270, 1, Inner Regional Australia
4275, 1, Inner Regional Australia
4285, 1, Inner Regional Australia
4287, 1, Inner Regional Australia
4307, 1, Inner Regional Australia
4309, 1, Inner Regional Australia
4310, 1, Inner Regional Australia
4311, 1, Inner Regional Australia
4312, 1, Inner Regional Australia
4313, 1, Inner Regional Australia
4340, 1, Inner Regional Australia
4341, 1, Inner Regional Australia
4342, 1, Inner Regional Australia
4343, 1, Inner Regional Australia
4344, 1, Inner Regional Australia
4345, 1, Inner Regional Australia
4346, 1, Inner Regional Australia
4347, 1, Inner Regional Australia
4350, 1, Inner Regional Australia
4352, 1, Inner Regional Australia
4353, 1, Inner Regional Australia
4354, 1, Inner Regional Australia
4355, 1, Inner Regional Australia
4356, 1, Inner Regional Australia
4357, 1, Inner Regional Australia
4358, 1, Inner Regional Australia
4359, 1, Inner Regional Australia
4360, 1, Inner Regional Australia
4361, 1, Inner Regional Australia
4362, 1, Inner Regional Australia
4363, 1, Inner Regional Australia
4364, 1, Inner Regional Australia
4365, 2, Outer Regional Australia
4370, 1, Inner Regional Australia
4371, 1, Inner Regional Australia
4372, 1, Inner Regional Australia
4373, 2, Outer Regional Australia
4374, 1, Inner Regional Australia
4375, 2, Outer Regional Australia
4376, 2, Outer Regional Australia
4377, 2, Outer Regional Australia
4378, 2, Outer Regional Australia
4380, 2, Outer Regional Australia
4381, 2, Outer Regional Australia
4382, 2, Outer Regional Australia
4383, 2, Outer Regional Australia
4384, 2, Outer Regional Australia
4385, 2, Outer Regional Australia
4387, 2, Outer Regional Australia
4388, 2, Outer Regional Australia
4390, 2, Outer Regional Australia
4400, 1, Inner Regional Australia
4401, 1, Inner Regional Australia
4402, 2, Outer Regional Australia
4403, 1, Inner Regional Australia
4404, 1, Inner Regional Australia
4405, 1, Inner Regional Australia
4407, 2, Outer Regional Australia
4408, 2, Outer Regional Australia
4410, 2, Outer Regional Australia
4411, 2, Outer Regional Australia
4412, 2, Outer Regional Australia
4413, 2, Outer Regional Australia
4415, 2, Outer Regional Australia
4416, 2, Outer Regional Australia
4417, 3, Remote Australia
4418, 3, Remote Australia
4419, 3, Remote Australia
4420, 3, Remote Australia
4421, 2, Outer Regional Australia
4422, 3, Remote Australia
4423, 3, Remote Australia
4424, 3, Remote Australia
4425, 2, Outer Regional Australia
4426, 3, Remote Australia
4427, 3, Remote Australia
4428, 3, Remote Australia
4454, 4, Very Remote Australia
4455, 2, Outer Regional Australia
4461, 3, Remote Australia
4462, 3, Remote Australia
4465, 4, Very Remote Australia
4467, 4, Very Remote Australia
4468, 4, Very Remote Australia
4470, 4, Very Remote Australia
4472, 4, Very Remote Australia
4474, 4, Very Remote Australia
4475, 4, Very Remote Australia
4477, 4, Very Remote Australia
4478, 4, Very Remote Australia
4479, 4, Very Remote Australia
4480, 4, Very Remote Australia
4481, 4, Very Remote Australia
4482, 4, Very Remote Australia
4486, 4, Very Remote Australia
4487, 3, Remote Australia
4488, 4, Very Remote Australia
4489, 4, Very Remote Australia
4490, 4, Very Remote Australia
4491, 4, Very Remote Australia
4492, 4, Very Remote Australia
4493, 4, Very Remote Australia
4494, 3, Remote Australia
4496, 3, Remote Australia
4497, 3, Remote Australia
4498, 2, Outer Regional Australia
4507, 1, Inner Regional Australia
4514, 1, Inner Regional Australia
4515, 1, Inner Regional Australia
4517, 1, Inner Regional Australia
4518, 1, Inner Regional Australia
4519, 1, Inner Regional Australia
4520, 1, Inner Regional Australia
4521, 1, Inner Regional Australia
4550, 1, Inner Regional Australia
4552, 1, Inner Regional Australia
4553, 1, Inner Regional Australia
4554, 1, Inner Regional Australia
4561, 1, Inner Regional Australia
4562, 1, Inner Regional Australia
4563, 1, Inner Regional Australia
4568, 1, Inner Regional Australia
4569, 1, Inner Regional Australia
4570, 1, Inner Regional Australia
4571, 1, Inner Regional Australia
4574, 1, Inner Regional Australia
4580, 1, Inner Regional Australia
4581, 1, Inner Regional Australia
4600, 2, Outer Regional Australia
4601, 2, Outer Regional Australia
4605, 2, Outer Regional Australia
4606, 2, Outer Regional Australia
4608, 2, Outer Regional Australia
4610, 1, Inner Regional Australia
4611, 2, Outer Regional Australia
4612, 2, Outer Regional Australia
4613, 2, Outer Regional Australia
4614, 2, Outer Regional Australia
4615, 1, Inner Regional Australia
4620, 1, Inner Regional Australia
4621, 2, Outer Regional Australia
4625, 2, Outer Regional Australia
4626, 2, Outer Regional Australia
4627, 2, Outer Regional Australia
4630, 2, Outer Regional Australia
4650, 1, Inner Regional Australia
4655, 1, Inner Regional Australia
4659, 1, Inner Regional Australia
4660, 1, Inner Regional Australia
4662, 1, Inner Regional Australia
4670, 1, Inner Regional Australia
4671, 2, Outer Regional Australia
4673, 1, Inner Regional Australia
4674, 2, Outer Regional Australia
4676, 2, Outer Regional Australia
4677, 2, Outer Regional Australia
4678, 2, Outer Regional Australia
4680, 1, Inner Regional Australia
4694, 2, Outer Regional Australia
4695, 2, Outer Regional Australia
4697, 2, Outer Regional Australia
4699, 2, Outer Regional Australia
4700, 1, Inner Regional Australia
4701, 1, Inner Regional Australia
4702, 1, Inner Regional Australia
4703, 1, Inner Regional Australia
4704, 2, Outer Regional Australia
4705, 3, Remote Australia
4706, 3, Remote Australia
4707, 3, Remote Australia
4709, 3, Remote Australia
4710, 1, Inner Regional Australia
4711, 1, Inner Regional Australia
4712, 3, Remote Australia
4713, 3, Remote Australia
4714, 1, Inner Regional Australia
4715, 2, Outer Regional Australia
4716, 2, Outer Regional Australia
4717, 2, Outer Regional Australia
4718, 2, Outer Regional Australia
4719, 2, Outer Regional Australia
4720, 2, Outer Regional Australia
4721, 3, Remote Australia
4722, 3, Remote Australia
4723, 3, Remote Australia
4724, 4, Very Remote Australia
4725, 4, Very Remote Australia
4726, 4, Very Remote Australia
4727, 4, Very Remote Australia
4728, 4, Very Remote Australia
4730, 4, Very Remote Australia
4731, 4, Very Remote Australia
4732, 4, Very Remote Australia
4733, 4, Very Remote Australia
4735, 4, Very Remote Australia
4736, 4, Very Remote Australia
4737, 2, Outer Regional Australia
4738, 2, Outer Regional Australia
4739, 2, Outer Regional Australia
4740, 1, Inner Regional Australia
4741, 2, Outer Regional Australia
4742, 3, Remote Australia
4743, 2, Outer Regional Australia
4744, 2, Outer Regional Australia
4745, 2, Outer Regional Australia
4746, 3, Remote Australia
4750, 1, Inner Regional Australia
4751, 2, Outer Regional Australia
4753, 2, Outer Regional Australia
4754, 2, Outer Regional Australia
4756, 2, Outer Regional Australia
4757, 2, Outer Regional Australia
4798, 2, Outer Regional Australia
4799, 2, Outer Regional Australia
4800, 2, Outer Regional Australia
4801, 4, Very Remote Australia
4802, 2, Outer Regional Australia
4803, 3, Remote Australia
4804, 3, Remote Australia
4805, 2, Outer Regional Australia
4806, 2, Outer Regional Australia
4807, 2, Outer Regional Australia
4808, 2, Outer Regional Australia
4809, 2, Outer Regional Australia
4810, 2, Outer Regional Australia
4811, 2, Outer Regional Australia
4812, 2, Outer Regional Australia
4813, 2, Outer Regional Australia
4814, 2, Outer Regional Australia
4815, 2, Outer Regional Australia
4816, 2, Outer Regional Australia
4817, 2, Outer Regional Australia
4818, 2, Outer Regional Australia
4819, 2, Outer Regional Australia
4820, 2, Outer Regional Australia
4821, 4, Very Remote Australia
4822, 4, Very Remote Australia
4823, 4, Very Remote Australia
4824, 3, Remote Australia
4825, 3, Remote Australia
4828, 4, Very Remote Australia
4829, 4, Very Remote Australia
4830, 4, Very Remote Australia
4849, 3, Remote Australia
4850, 2, Outer Regional Australia
4852, 2, Outer Regional Australia
4854, 2, Outer Regional Australia
4855, 2, Outer Regional Australia
4856, 2, Outer Regional Australia
4857, 2, Outer Regional Australia
4858, 2, Outer Regional Australia
4859, 2, Outer Regional Australia
4860, 2, Outer Regional Australia
4861, 2, Outer Regional Australia
4865, 2, Outer Regional Australia
4868, 2, Outer Regional Australia
4869, 2, Outer Regional Australia
4870, 2, Outer Regional Australia
4871, 2, Outer Regional Australia
4872, 2, Outer Regional Australia
4873, 2, Outer Regional Australia
4874, 4, Very Remote Australia
4875, 4, Very Remote Australia
4876, 4, Very Remote Australia
4877, 2, Outer Regional Australia
4878, 2, Outer Regional Australia
4879, 2, Outer Regional Australia
4880, 2, Outer Regional Australia
4881, 2, Outer Regional Australia
4882, 2, Outer Regional Australia
4883, 2, Outer Regional Australia
4884, 2, Outer Regional Australia
4885, 2, Outer Regional Australia
4886, 2, Outer Regional Australia
4887, 2, Outer Regional Australia
4888, 2, Outer Regional Australia
4890, 4, Very Remote Australia
4891, 4, Very Remote Australia
4895, 3, Remote Australia
5120, 1, Inner Regional Australia
5132, 1, Inner Regional Australia
5133, 1, Inner Regional Australia
5134, 1, Inner Regional Australia
5138, 1, Inner Regional Australia
5139, 1, Inner Regional Australia
5144, 1, Inner Regional Australia
5153, 1, Inner Regional Australia
5157, 1, Inner Regional Australia
5172, 1, Inner Regional Australia
5201, 1, Inner Regional Australia
5202, 1, Inner Regional Australia
5203, 1, Inner Regional Australia
5204, 1, Inner Regional Australia
5210, 1, Inner Regional Australia
5211, 1, Inner Regional Australia
5212, 1, Inner Regional Australia
5213, 1, Inner Regional Australia
5214, 1, Inner Regional Australia
5220, 3, Remote Australia
5221, 3, Remote Australia
5222, 3, Remote Australia
5223, 3, Remote Australia
5231, 1, Inner Regional Australia
5232, 1, Inner Regional Australia
5233, 1, Inner Regional Australia
5234, 1, Inner Regional Australia
5235, 1, Inner Regional Australia
5236, 1, Inner Regional Australia
5237, 1, Inner Regional Australia
5238, 1, Inner Regional Australia
5240, 1, Inner Regional Australia
5241, 1, Inner Regional Australia
5242, 1, Inner Regional Australia
5243, 1, Inner Regional Australia
5244, 1, Inner Regional Australia
5245, 1, Inner Regional Australia
5250, 1, Inner Regional Australia
5251, 1, Inner Regional Australia
5252, 1, Inner Regional Australia
5253, 1, Inner Regional Australia
5254, 1, Inner Regional Australia
5255, 1, Inner Regional Australia
5256, 1, Inner Regional Australia
5259, 1, Inner Regional Australia
5260, 1, Inner Regional Australia
5261, 2, Outer Regional Australia
5262, 2, Outer Regional Australia
5263, 2, Outer Regional Australia
5264, 2, Outer Regional Australia
5265, 2, Outer Regional Australia
5266, 2, Outer Regional Australia
5267, 2, Outer Regional Australia
5268, 2, Outer Regional Australia
5269, 2, Outer Regional Australia
5270, 2, Outer Regional Australia
5271, 2, Outer Regional Australia
5272, 2, Outer Regional Australia
5273, 2, Outer Regional Australia
5275, 2, Outer Regional Australia
5276, 2, Outer Regional Australia
5277, 2, Outer Regional Australia
5278, 2, Outer Regional Australia
5279, 2, Outer Regional Australia
5280, 2, Outer Regional Australia
5290, 2, Outer Regional Australia
5291, 2, Outer Regional Australia
5301, 2, Outer Regional Australia
5302, 3, Remote Australia
5303, 3, Remote Australia
5304, 3, Remote Australia
5306, 2, Outer Regional Australia
5307, 2, Outer Regional Australia
5308, 2, Outer Regional Australia
5309, 2, Outer Regional Australia
5310, 2, Outer Regional Australia
5311, 2, Outer Regional Australia
5320, 2, Outer Regional Australia
5321, 2, Outer Regional Australia
5322, 2, Outer Regional Australia
5330, 2, Outer Regional Australia
5331, 2, Outer Regional Australia
5332, 2, Outer Regional Australia
5333, 2, Outer Regional Australia
5340, 2, Outer Regional Australia
5341, 2, Outer Regional Australia
5342, 2, Outer Regional Australia
5343, 2, Outer Regional Australia
5344, 2, Outer Regional Australia
5345, 2, Outer Regional Australia
5346, 2, Outer Regional Australia
5350, 1, Inner Regional Australia
5351, 1, Inner Regional Australia
5352, 1, Inner Regional Australia
5353, 1, Inner Regional Australia
5354, 2, Outer Regional Australia
5355, 1, Inner Regional Australia
5356, 1, Inner Regional Australia
5357, 2, Outer Regional Australia
5360, 1, Inner Regional Australia
5371, 1, Inner Regional Australia
5372, 1, Inner Regional Australia
5373, 1, Inner Regional Australia
5374, 1, Inner Regional Australia
5381, 2, Outer Regional Australia
5400, 1, Inner Regional Australia
5401, 1, Inner Regional Australia
5410, 1, Inner Regional Australia
5411, 1, Inner Regional Australia
5412, 1, Inner Regional Australia
5413, 2, Outer Regional Australia
5414, 2, Outer Regional Australia
5415, 2, Outer Regional Australia
5416, 2, Outer Regional Australia
5417, 2, Outer Regional Australia
5418, 2, Outer Regional Australia
5419, 2, Outer Regional Australia
5420, 2, Outer Regional Australia
5421, 2, Outer Regional Australia
5422, 2, Outer Regional Australia
5431, 2, Outer Regional Australia
5432, 2, Outer Regional Australia
5433, 2, Outer Regional Australia
5434, 2, Outer Regional Australia
5440, 3, Remote Australia
5451, 1, Inner Regional Australia
5452, 1, Inner Regional Australia
5453, 2, Outer Regional Australia
5454, 2, Outer Regional Australia
5455, 2, Outer Regional Australia
5460, 1, Inner Regional Australia
5461, 1, Inner Regional Australia
5462, 2, Outer Regional Australia
5464, 2, Outer Regional Australia
5470, 2, Outer Regional Australia
5471, 2, Outer Regional Australia
5472, 2, Outer Regional Australia
5473, 2, Outer Regional Australia
5480, 2, Outer Regional Australia
5481, 2, Outer Regional Australia
5482, 2, Outer Regional Australia
5483, 2, Outer Regional Australia
5485, 2, Outer Regional Australia
5490, 2, Outer Regional Australia
5491, 2, Outer Regional Australia
5493, 2, Outer Regional Australia
5495, 2, Outer Regional Australia
5501, 1, Inner Regional Australia
5502, 1, Inner Regional Australia
5510, 2, Outer Regional Australia
5520, 2, Outer Regional Australia
5521, 2, Outer Regional Australia
5522, 2, Outer Regional Australia
5523, 2, Outer Regional Australia
5540, 2, Outer Regional Australia
5550, 1, Inner Regional Australia
5552, 2, Outer Regional Australia
5554, 2, Outer Regional Australia
5555, 2, Outer Regional Australia
5556, 2, Outer Regional Australia
5558, 2, Outer Regional Australia
5560, 2, Outer Regional Australia
5570, 2, Outer Regional Australia
5571, 2, Outer Regional Australia
5572, 2, Outer Regional Australia
5573, 2, Outer Regional Australia
5575, 2, Outer Regional Australia
5576, 3, Remote Australia
5577, 3, Remote Australia
5580, 2, Outer Regional Australia
5581, 2, Outer Regional Australia
5582, 3, Remote Australia
5583, 3, Remote Australia
5600, 2, Outer Regional Australia
5601, 2, Outer Regional Australia
5602, 3, Remote Australia
5603, 3, Remote Australia
